Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
2,RDF104,Sciences chimiques,Exclusion(s),"aspects biologiques et chimiques des neurosciences  (Voir RDF10611 Neurosciences, aspects biologiques et chimiques)"
2,RDF104,Sciences chimiques,Exclusion(s),génie chimique et biochimique  (Voir RDF205 Génie chimique)
2,RDF104,Sciences chimiques,Exclusion(s),sciences chimiques associées aux sciences atmosphériques  (Voir RDF10501 Sciences de l'atmosphère)
2,RDF104,Sciences chimiques,Exclusion(s),sciences chimiques associées à la criminologie  (Voir RDF50902 Criminologie)
2,RDF104,Sciences chimiques,Exclusion(s),sciences chimiques associées aux biotechnologies industrielles  (Voir RDF210 Biotechnologies industrielles)
2,RDF104,Sciences chimiques,Exclusion(s),sciences chimiques associées au génie médical et biomédical  (Voir RDF207 Génie médical et biomédical)
2,RDF104,Sciences chimiques,Exclusion(s),"sciences chimiques associées à la nanotechnologie, sauf la nanochimie  (Voir RDF21101 Nanotechnologies)"
2,RDF104,Sciences chimiques,Exclusion(s),biochimie des cultures et des pâturages  (Voir RDF4010203 Biochimie et physiologie des cultures et des pâturages)
2,RDF104,Sciences chimiques,Exclusion(s),géochimie  (Voir RDF10502 Géochimie)
2,RDF104,Sciences chimiques,Exclusion(s),histoire et philosophie des sciences chimiques  (Voir RDF6030307 Histoire et philosophie des sciences (y compris les perspectives non historiques en philosophie des sciences))
2,RDF104,Sciences chimiques,Exclusion(s),immunochimie  (Voir RDF3010105 Immunologie humorale et immunochimie)
2,RDF104,Sciences chimiques,Exclusion(s),minéralogie et cristallographie  (Voir RDF1050307 Minéralogie et cristallographie (sauf minéralogie du sol et les aspects chimiques de la cristallographie))
2,RDF104,Sciences chimiques,Exclusion(s),pharmacologie et sciences pharmaceutiques humaines (y compris la toxicologie)  (Voir RDF30105 Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques))
2,RDF104,Sciences chimiques,Exclusion(s),biogéochimie et microbiologie des sols  (Voir RDF1051106 Biogéochimie et microbiologie des sols)
4,RDF1040105,Méthodes instrumentales (sauf les méthodes immunologiques et d'essais biologiques),Exclusion(s),méthodes immunologiques et d'essais biologiques  (Voir RDF1040104 Méthodes immunologiques et d'essais biologiques)
4,RDF1040105,Méthodes instrumentales (sauf les méthodes immunologiques et d'essais biologiques),Exclusion(s),méthodes instrumentales en sciences atmosphériques  (Voir RDF1050107 Techniques de mesure atmosphérique)
4,RDF1040108,Chimie de l'environnement (sauf la chimie de l'atmosphère),Exclusion(s),astrochimie  (Voir RDF1030111 Astrochimie)
4,RDF1040108,Chimie de l'environnement (sauf la chimie de l'atmosphère),Exclusion(s),chimie de l'atmosphère  (Voir RDF1050101 Chimie atmosphérique)
3,RDF10402,Chimie inorganique,Exclusion(s),applications de la chimie inorganique en chimie de l'environnement autre que la chimie de l'atmosphère  (Voir RDF1040108 Chimie de l'environnement (sauf la chimie de l'atmosphère))
3,RDF10402,Chimie inorganique,Exclusion(s),applications de la chimie inorganique en chimie industrielle  (Voir RDF1049902 Chimie industrielle)
3,RDF10402,Chimie inorganique,Exclusion(s),applications de la chimie inorganique en chimie organométallique  (Voir RDF1040207 Chimie organométallique)
3,RDF10402,Chimie inorganique,Exclusion(s),minéralogie et cristallographie  (Voir RDF1050307 Minéralogie et cristallographie (sauf minéralogie du sol et les aspects chimiques de la cristallographie))
3,RDF10403,Chimie organique,Exclusion(s),applications de la chimie inorganique en chimie de l'environnement autre que la chimie de l'atmosphère  (Voir RDF1040108 Chimie de l'environnement (sauf la chimie de l'atmosphère))
3,RDF10403,Chimie organique,Exclusion(s),applications de la chimie macromoléculaire et des matériaux en chimie alimentaire  (Voir RDF4040201 Chimie alimentaire (y compris la fermentation))
3,RDF10403,Chimie organique,Exclusion(s),applications de la chimie organique en chimie industrielle  (Voir RDF1049902 Chimie industrielle)
3,RDF10403,Chimie organique,Exclusion(s),applications de la chimie organique en chimie organométallique  (Voir RDF1040207 Chimie organométallique)
3,RDF10403,Chimie organique,Exclusion(s),méthodes immunologiques et d'essais biologiques  (Voir RDF1040104 Méthodes immunologiques et d'essais biologiques)
3,RDF10403,Chimie organique,Exclusion(s),pharmacologie et sciences pharmaceutiques humaines (y compris la toxicologie)  (Voir RDF30105 Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques))
3,RDF10403,Chimie organique,Exclusion(s),pharmacologie pour les animaux  (Voir RDF4030109 Pharmacologie vétérinaire)
3,RDF10404,Chimie macromoléculaire et des matériaux,Exclusion(s),applications de la chimie macromoléculaire et des matériaux en biochimie  (Voir RDF10601 Biochimie)
3,RDF10404,Chimie macromoléculaire et des matériaux,Exclusion(s),applications de la chimie macromoléculaire et des matériaux en chimie thérapeutique et chimie biomoléculaire  (Voir RDF10405 Chimie biomoléculaire et thérapeutique (médicinale))
3,RDF10404,Chimie macromoléculaire et des matériaux,Exclusion(s),chimie macromoléculaire et des matériaux associée avec sciences cliniques  (Voir RDF30202 Sciences cliniques)
3,RDF10404,Chimie macromoléculaire et des matériaux,Exclusion(s),"chimie macromoléculaire et des matériaux associée à la nanotechnologie, sauf la nanochimie  (Voir RDF21101 Nanotechnologies)"
4,RDF1040401,Caractérisation des matériaux,Exclusion(s),génie des matériaux  (Voir RDF20601 Génie des matériaux)
3,RDF10405,Chimie biomoléculaire et thérapeutique (médicinale),Exclusion(s),applications de la chimie thérapeutique et biomoléculaire en pharmacologie vétérinaire  (Voir RDF4030109 Pharmacologie vétérinaire)
3,RDF10405,Chimie biomoléculaire et thérapeutique (médicinale),Exclusion(s),"biochimie, autre que la biochimie médicale ou la chimie biomoléculaire  (Voir RDF10601 Biochimie)"
3,RDF10405,Chimie biomoléculaire et thérapeutique (médicinale),Exclusion(s),chimie thérapeutique et biomoléculaire associées aux sciences cliniques  (Voir RDF30202 Sciences cliniques)
3,RDF10405,Chimie biomoléculaire et thérapeutique (médicinale),Exclusion(s),chimie alimentaire  (Voir RDF4040201 Chimie alimentaire (y compris la fermentation))
3,RDF10405,Chimie biomoléculaire et thérapeutique (médicinale),Exclusion(s),pharmacologie et sciences pharmaceutiques humaines (y compris la toxicologie)  (Voir RDF30105 Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques))
4,RDF1040506,Protéines et peptides,Exclusion(s),génie moléculaire environnemental des protéines  (Voir RDF2090106 Génie moléculaire environnemental des acides nucléiques et des protéines)
4,RDF1040506,Protéines et peptides,Exclusion(s),génie moléculaire industriel des protéines  (Voir RDF2100106 Génie moléculaire industriel des acides nucléiques et des protéines)
4,RDF1040506,Protéines et peptides,Exclusion(s),génie moléculaire médical des protéines  (Voir RDF3040103 Génie moléculaire médical des acides nucléiques et des protéines)
4,RDF1040506,Protéines et peptides,Exclusion(s),réseaux protéiques et génétiques  (Voir RDF1060110 Réseaux protéiques et génétiques)
3,RDF10406,Chimie physique (y compris la chimie structurale),Exclusion(s),"applications de la chimie physique en biochimie, autre que la biochimie médicale ou la chimie biomoléculaire  (Voir RDF10601 Biochimie)"
3,RDF10406,Chimie physique (y compris la chimie structurale),Exclusion(s),chimie organique physique  (Voir RDF1040305 Chimie organique physique)
3,RDF10407,Chimie computationnelle et théorique,Exclusion(s),génie des processus catalytiques  (Voir RDF2050102 Génie des procédés catalytiques)
3,RDF10407,Chimie computationnelle et théorique,Exclusion(s),chimie organique physique  (Voir RDF1040305 Chimie organique physique)
3,RDF10407,Chimie computationnelle et théorique,Exclusion(s),chimie théorique et computationnelle associée à la biocatalyse et à la technologie enzymatique  (Voir RDF2100101 Biocatalyse et technologie enzymatique)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),hydrologie agricole  (Voir RDF4040111 Hydrologie agricole)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),recherche fondamentale en écologie  (Voir RDF10603 Écologie (sauf les applications))
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),technique de (génie de la) capture du carbone  (Voir RDF2050101 Techniques de capture du carbone)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),aspects chimiques de la cristallographie  (Voir RDF1040612 Applications chimiques de la cristallographie)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),économie de l'environnement et des ressources naturelles  (Voir RDF5020111 Économie de l'environnement et des ressources naturelles)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),politiques de l'environnement  (Voir RDF5060212 Politiques en matière de l'environnement)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),biotechnologies environnementales  (Voir RDF20901 Biotechnologies de l'environnement)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),chimie de l'environnement autre que la chimie de l'atmosphère  (Voir RDF1040108 Chimie de l'environnement (sauf la chimie de l'atmosphère))
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),génie de l'environnement  (Voir RDF20801 Génie de l'environnement)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),nanotechnologie de l'environnement  (Voir RDF2110101 Nanotechnologies de l'environnement)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),sociologie de l'environnement  (Voir RDF5040102 Sociologie de l'environnement)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),histoire et philosophie des sciences de la terre et des sciences de l'environnement connexes  (Voir RDF6030307 Histoire et philosophie des sciences (y compris les perspectives non historiques en philosophie des sciences))
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),génie des matériaux  (Voir RDF20601 Génie des matériaux)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),"physique de la mésosphère, de l'ionosphère et de la magnétosphère  (Voir RDF1030107 Physique de la mésosphère, de l'ionosphère et de la magnétosphère)"
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),science planétaire (sauf la géologie extraterrestre)  (Voir RDF1030108 Sciences planétaires (sauf la géologie planétaire))
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),géographie sociale et économique  (Voir RDF507 Géographie sociale et économique)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),chimie du solide  (Voir RDF1040205 Chimie du solide)
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),traitement des eaux usées  (Voir RDF2080105 Traitement des eaux usées (y compris les procédés de traitement de l'eau))
2,RDF105,Sciences de la Terre et sciences de l'environnement connexes,Exclusion(s),traitement de l'eau  (Voir RDF2080105 Traitement des eaux usées (y compris les procédés de traitement de l'eau))
3,RDF10501,Sciences de l'atmosphère,Exclusion(s),sciences astronomiques et spatiales  (Voir RDF10301 Sciences astronomiques et spatiales)
3,RDF10501,Sciences de l'atmosphère,Exclusion(s),science de la séquestration du carbone  (Voir RDF1051108 Science de la séquestration du carbone)
3,RDF10501,Sciences de l'atmosphère,Exclusion(s),chimie de l'environnement autre que la chimie de l'atmosphère  (Voir RDF1040108 Chimie de l'environnement (sauf la chimie de l'atmosphère))
3,RDF10501,Sciences de l'atmosphère,Exclusion(s),surveillance de l'environnement  (Voir RDF1050606 Surveillance de l'environnement)
