Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
4,RDF1050108,Impacts et adaptation du changement climatique,Exclusion(s),impacts écologiques des changements climatiques  (Voir RDF1060401 Impacts écologiques des changements climatiques)
4,RDF1050108,Impacts et adaptation du changement climatique,Exclusion(s),effets des changements climatiques sur l'évolution  (Voir RDF1060506 Effets des changements climatiques sur l'évolution)
4,RDF1050109,Pollution atmosphérique et qualité de l'air,Exclusion(s),microbiologie environnementale  (Voir RDF1060709 Microbiologie de l'environnement (y compris la microbiologie de l'air))
3,RDF10502,Géochimie,Exclusion(s),astrochimie  (Voir RDF1030111 Astrochimie)
3,RDF10503,Géologie,Exclusion(s),recherche fondamentale en écologie  (Voir RDF10603 Écologie (sauf les applications))
3,RDF10503,Géologie,Exclusion(s),aspects chimiques de la cristallographie  (Voir RDF1040612 Applications chimiques de la cristallographie)
3,RDF10503,Géologie,Exclusion(s),géologie marine  (Voir RDF1050504 Géologie marine)
3,RDF10503,Géologie,Exclusion(s),génie des matériaux  (Voir RDF20601 Génie des matériaux)
3,RDF10503,Géologie,Exclusion(s),minéralurgie et métallurgie  (Voir RDF20602 Génie des ressources et métallurgie extractive)
3,RDF10503,Géologie,Exclusion(s),génie minier  (Voir RDF2010499 Génie minier)
3,RDF10503,Géologie,Exclusion(s),océanographie  (Voir RDF10505 Océanographie)
3,RDF10503,Géologie,Exclusion(s),paléoclimatologie  (Voir RDF1050604 Sciences paléoenvironnementales)
3,RDF10503,Géologie,Exclusion(s),"science planétaire (sauf la géologie planétaire)  (Voir RDF1030107 Physique de la mésosphère, de l'ionosphère et de la magnétosphère)"
3,RDF10503,Géologie,Exclusion(s),chimie du solide  (Voir RDF1040205 Chimie du solide)
4,RDF1050304,Pétrologie métamorphique,Exclusion(s),aspects chimiques de la cristallographie  (Voir RDF1040612 Applications chimiques de la cristallographie)
4,RDF1050304,Pétrologie métamorphique,Exclusion(s),minéralogie du sol  (Voir RDF1051109 Minéralogie et micromorphologie des sols)
4,RDF1050307,Minéralogie et cristallographie (sauf minéralogie du sol et les aspects chimiques de la cristallographie),Exclusion(s),aspects chimiques de la cristallographie  (Voir RDF1040612 Applications chimiques de la cristallographie)
4,RDF1050315,Paléobiologie,Exclusion(s),recherche fondamentale en écologie  (Voir RDF10603 Écologie (sauf les applications))
4,RDF1050315,Paléobiologie,Exclusion(s),phytobiologie  (Voir RDF10609 Phytobiologie)
3,RDF10504,Géophysique,Exclusion(s),minéralurgie et métallurgie  (Voir RDF20602 Génie des ressources et métallurgie extractive)
3,RDF10504,Géophysique,Exclusion(s),génie minier  (Voir RDF2010499 Génie minier)
3,RDF10505,Océanographie,Exclusion(s),écologie des estuaires et eaux douces  (Voir RDF1060304 Écologie des eaux douces et des estuaires)
3,RDF10505,Océanographie,Exclusion(s),écologie marine  (Voir RDF1060305 Écologie marine (y compris l'ichtyologie marine))
3,RDF10506,Géosciences de l'environnement,Exclusion(s),sciences de l'atmosphère  (Voir RDF10501 Sciences de l'atmosphère)
4,RDF1050604,Sciences paléoenvironnementales,Exclusion(s),magnétisme et paléomagnétisme  (Voir RDF1050406 Magnétisme et paléomagnétisme)
4,RDF1050604,Sciences paléoenvironnementales,Exclusion(s),paléocéanographie  (Voir RDF1050507 Paléocéanographie)
4,RDF1050604,Sciences paléoenvironnementales,Exclusion(s),paléoécologie  (Voir RDF1060306 Paléoécologie)
4,RDF1050607,Sciences géomatiques (sauf le génie géomatique),Exclusion(s),génie géomatique  (Voir RDF20802 Génie géomatique)
4,RDF1050607,Sciences géomatiques (sauf le génie géomatique),Exclusion(s),géomatique associée aux observations des systèmes terrestres  (Voir RDF10509 Géomatique et observation des systèmes terrestres)
3,RDF10507,Hydrologie,Exclusion(s),applications écologiques des recherches fondamentales en écologie  (Voir RDF10604 Applications écologiques)
3,RDF10508,Processus de la cryosphère,Exclusion(s),politiques de l'environnement  (Voir RDF5060212 Politiques en matière de l'environnement)
3,RDF10508,Processus de la cryosphère,Exclusion(s),science de la gestion de l'environnement associée aux applications écologiques  (Voir RDF10604 Applications écologiques)
3,RDF10508,Processus de la cryosphère,Exclusion(s),gestion des forêts pour la sylviculture  (Voir RDF40104 Sciences de la foresterie)
3,RDF10508,Processus de la cryosphère,Exclusion(s),"gestion des terres pour la production agricole, autre que la sylviculture  (Voir RDF40101 Gestion de l'exploitation agricole et des terres)"
3,RDF10508,Processus de la cryosphère,Exclusion(s),génie minier  (Voir RDF2010499 Génie minier)
3,RDF10509,Géomatique et observation des systèmes terrestres,Exclusion(s),technique de (génie de la) capture du carbone  (Voir RDF2050101 Techniques de capture du carbone)
3,RDF10509,Géomatique et observation des systèmes terrestres,Exclusion(s),chimie de l'environnement autre que la chimie de l'atmosphère  (Voir RDF1040108 Chimie de l'environnement (sauf la chimie de l'atmosphère))
3,RDF10509,Géomatique et observation des systèmes terrestres,Exclusion(s),géomécanique  (Voir RDF2010109 Géomécanique)
3,RDF10509,Géomatique et observation des systèmes terrestres,Exclusion(s),gestion du sol pour la production agricole  (Voir RDF4010101 Gestion des terres agricoles)
4,RDF1050902,Applications de la télédétection (sauf la télédétection en géomatique et photogrammétrie),Exclusion(s),télédétection associée à la géomatique et à la photogrammétrie  (Voir RDF2080204 Télédétection en géomatique et photogrammétrie)
4,RDF1050902,Applications de la télédétection (sauf la télédétection en géomatique et photogrammétrie),Exclusion(s),télédétection en géomatique et photogrammétrie  (Voir RDF2080204 Télédétection en géomatique et photogrammétrie)
4,RDF1050902,Applications de la télédétection (sauf la télédétection en géomatique et photogrammétrie),Exclusion(s),télédétection du traitement du signal  (Voir RDF2030312 Télédétection du traitement du signal)
3,RDF10510,Sciences du milieu naturel,Exclusion(s),biotechnologies environnementales  (Voir RDF20901 Biotechnologies de l'environnement)
4,RDF1051006,Restauration écologique (sauf la biorestauration),Exclusion(s),biorestauration  (Voir RDF2090103 Biorestauration)
4,RDF1051006,Restauration écologique (sauf la biorestauration),Exclusion(s),biorestauration associée avec la réhabilitation des sols  (Voir RDF2080104 Biorestauration et réhabilitation des sols)
4,RDF1051010,Écotoxicologie,Exclusion(s),méthodes quantitatives en foresterie  (Voir RDF4010414 Méthodes quantitatives en foresterie)
3,RDF10511,Sciences des sols,Exclusion(s),technique de (génie de la) capture du carbone  (Voir RDF2050101 Techniques de capture du carbone)
4,RDF1051102,Chimie des sols (sauf la science de la séquestration du carbone),Exclusion(s),techniques (génie de la) de capture du carbone  (Voir RDF2050101 Techniques de capture du carbone)
4,RDF1051102,Chimie des sols (sauf la science de la séquestration du carbone),Exclusion(s),science de la séquestration du carbone  (Voir RDF1051108 Science de la séquestration du carbone)
2,RDF106,Sciences biologiques,Exclusion(s),applications des sciences biologiques en sciences vétérinaires  (Voir RDF40301 Sciences vétérinaires)
2,RDF106,Sciences biologiques,Exclusion(s),applications écologiques (y compris écologie des espèces envahissantes)  (Voir RDF10604 Applications écologiques)
2,RDF106,Sciences biologiques,Exclusion(s),astrobiologie  (Voir RDF1030101 Astrobiologie)
2,RDF106,Sciences biologiques,Exclusion(s),biochimie associée à la médecine clinique  (Voir RDF302 Médecine clinique)
2,RDF106,Sciences biologiques,Exclusion(s),biochimie des cultures et pâturages  (Voir RDF4010203 Biochimie et physiologie des cultures et des pâturages)
2,RDF106,Sciences biologiques,Exclusion(s),bio-informatique  (Voir RDF10208 Bioinformatique)
2,RDF106,Sciences biologiques,Exclusion(s),"sciences biologiques associées à la production agricole ou aux sciences vétérinaires  (Voir RDF401 Agriculture, foresterie et pêches)"
2,RDF106,Sciences biologiques,Exclusion(s),"sciences biologiques ou sciences de la vie associées à la santé et à la médecine humaines  (Voir RDF30 Sciences médicales, de la santé et de la vie)"
2,RDF106,Sciences biologiques,Exclusion(s),biostatistique  (Voir RDF1010302 Méthodes biostatistiques)
2,RDF106,Sciences biologiques,Exclusion(s),sciences chimiques (y compris la chimie organique et la chimie biomoléculaire)  (Voir RDF104 Sciences chimiques)
2,RDF106,Sciences biologiques,Exclusion(s),microbiologie clinique  (Voir RDF3020202 Microbiologie clinique)
2,RDF106,Sciences biologiques,Exclusion(s),sciences cognitives  (Voir RDF50102 Sciences cognitives)
2,RDF106,Sciences biologiques,Exclusion(s),"pêches (y compris l'aquaculture), aux fins de production primaire  (Voir RDF40105 Sciences de la pêche)"
2,RDF106,Sciences biologiques,Exclusion(s),microbiologie alimentaire  (Voir RDF4040202 Microbiologie alimentaire)
2,RDF106,Sciences biologiques,Exclusion(s),génie génétique des cultures agricoles  (Voir RDF40401 Biotechnologies de l'agriculture)
2,RDF106,Sciences biologiques,Exclusion(s),géomicrobiologie  (Voir RDF1050314 Géomicrobiologie)
2,RDF106,Sciences biologiques,Exclusion(s),histoire et à la philosophie des sciences biologiques  (Voir RDF6030307 Histoire et philosophie des sciences (y compris les perspectives non historiques en philosophie des sciences))
2,RDF106,Sciences biologiques,Exclusion(s),biomathématique  (Voir RDF1010206 Biomathématiques)
2,RDF106,Sciences biologiques,Exclusion(s),physiologie médicale humaine  (Voir RDF30106 Physiologie humaine)
2,RDF106,Sciences biologiques,Exclusion(s),microbiologie médicale  (Voir RDF30103 Microbiologie médicale)
2,RDF106,Sciences biologiques,Exclusion(s),"aspects médicaux, de la santé et physiologiques des neurosciences  (Voir RDF30104 Neurosciences, aspects médicaux et physiologiques et de la santé)"
2,RDF106,Sciences biologiques,Exclusion(s),"paléobotanique et palynologie, autres que celles associées aux études écologiques  (Voir RDF1050316 Paléontologie (y compris la palynologie))"
2,RDF106,Sciences biologiques,Exclusion(s),"paléontologie, autre que celle associée aux études paléoécologiques  (Voir RDF1050316 Paléontologie (y compris la palynologie))"
2,RDF106,Sciences biologiques,Exclusion(s),paléobiologie  (Voir RDF1050315 Paléobiologie)
2,RDF106,Sciences biologiques,Exclusion(s),applications technologiques en biologie  (Voir RDF20-21 Génie et technologies)
2,RDF106,Sciences biologiques,Exclusion(s),biologie vasculaire et endothéliale  (Voir RDF3020107 Biologie vasculaire et endothéliale)
2,RDF106,Sciences biologiques,Exclusion(s),microbiologie vétérinaire  (Voir RDF4030107 Parasitologie vétérinaire)
3,RDF10601,Biochimie,Exclusion(s),"biochimie et protéomique associées aux sciences médicales, de la santé et de la vie  (Voir RDF30 Sciences médicales, de la santé et de la vie)"
3,RDF10601,Biochimie,Exclusion(s),biochimie des plantes agricoles  (Voir RDF40401 Biotechnologies de l'agriculture)
3,RDF10601,Biochimie,Exclusion(s),chimie thérapeutique et biomoléculaire  (Voir RDF10405 Chimie biomoléculaire et thérapeutique (médicinale))
3,RDF10601,Biochimie,Exclusion(s),"chimie (y compris la chimie organique et inorganique, et la chimie biomoléculaire)  (Voir RDF104 Sciences chimiques)"
4,RDF1060106,Études sur les acides nucléiques,Exclusion(s),génie moléculaire environnemental des acides nucléiques  (Voir RDF2090106 Génie moléculaire environnemental des acides nucléiques et des protéines)
4,RDF1060106,Études sur les acides nucléiques,Exclusion(s),génie moléculaire industriel des acides nucléiques  (Voir RDF2100106 Génie moléculaire industriel des acides nucléiques et des protéines)
4,RDF1060106,Études sur les acides nucléiques,Exclusion(s),génie moléculaire médical des acides nucléiques  (Voir RDF3040103 Génie moléculaire médical des acides nucléiques et des protéines)
4,RDF1060109,Génétique chimique,Exclusion(s),neurogénétique  (Voir RDF1061103 Neurogénétique)
3,RDF10602,Biologie cellulaire,Exclusion(s),biologie cellulaire et la biologie moléculaire propres aux animaux  (Voir RDF1061002 Biologie cellulaire et moléculaire des animaux)
3,RDF10602,Biologie cellulaire,Exclusion(s),biologie cellulaire et la biologie moléculaire propres aux végétaux  (Voir RDF1060902 Biologie cellulaire et moléculaire des plantes)
3,RDF10603,Écologie (sauf les applications),Exclusion(s),écologie de la physiologie animale  (Voir RDF1061005 Écologie de la physiologie animale)
3,RDF10603,Écologie (sauf les applications),Exclusion(s),applications écologiques (y compris écologie des espèces envahissantes)  (Voir RDF10604 Applications écologiques)
3,RDF10603,Écologie (sauf les applications),Exclusion(s),écologie microbienne  (Voir RDF1060704 Écologie et évolution microbiennes)
3,RDF10603,Écologie (sauf les applications),Exclusion(s),"paléontologie, autre que celle associée aux études paléoécologiques  (Voir RDF1050316 Paléontologie (y compris la palynologie))"
3,RDF10603,Écologie (sauf les applications),Exclusion(s),"génétique des populations et l'écogénétique  (Voir RDF1060611 Génétique des populations, écogénétique et génétique de l'évolution)"
4,RDF1060302,Écologie des communautés biologiques (sauf l'écologie des espèces envahissantes),Exclusion(s),écologie des espèces envahissantes  (Voir RDF1060403 Écologie des espèces envahissantes)
4,RDF1060303,Écophysiologie (sauf l'écologie des plantes),Exclusion(s),écophysiologie des plantes  (Voir RDF1060309 Écologie physiologique végétale)
3,RDF10604,Applications écologiques,Exclusion(s),applications écologiques en biodiversité  (Voir RDF1051002 Biodiversité)
3,RDF10604,Applications écologiques,Exclusion(s),applications écologiques en génétique de la conservation  (Voir RDF1060603 Génétique de la conservation)
3,RDF10604,Applications écologiques,Exclusion(s),"génétique évolutive et l'évolution moléculaire  (Voir RDF1060611 Génétique des populations, écogénétique et génétique de l'évolution)"
3,RDF10604,Applications écologiques,Exclusion(s),"génétique des populations et l'écogénétique  (Voir RDF1060611 Génétique des populations, écogénétique et génétique de l'évolution)"
3,RDF10605,Biologie de l'évolution,Exclusion(s),amélioration génétique des animaux  (Voir RDF4020101 Amélioration génétique des animaux)
3,RDF10605,Biologie de l'évolution,Exclusion(s),génétique du cancer  (Voir RDF3010205 Génétique du cancer)
3,RDF10605,Biologie de l'évolution,Exclusion(s),génétique chimique  (Voir RDF1060109 Génétique chimique)
3,RDF10605,Biologie de l'évolution,Exclusion(s),"génétique clinique, sauf pour le cancer  (Voir RDF3020214 Génétique clinique (sauf la génétique du cancer))"
3,RDF10605,Biologie de l'évolution,Exclusion(s),génétique des poissons  (Voir RDF4010505 Physiologie et génétique des poissons)
3,RDF10605,Biologie de l'évolution,Exclusion(s),animaux génétiquement modifiés  (Voir RDF4040106 Animaux génétiquement modifiés)
3,RDF10605,Biologie de l'évolution,Exclusion(s),plantes de grandes cultures et pâturages génétiquement modifiés  (Voir RDF4040103 Plantes de grandes cultures et pâturages génétiquement modifiés)
3,RDF10605,Biologie de l'évolution,Exclusion(s),Plantes horticoles génétiquement modifiées  (Voir RDF4040104 Plantes horticoles génétiquement modifiées)
3,RDF10605,Biologie de l'évolution,Exclusion(s),arbres génétiquement modifiés  (Voir RDF4040105 Arbres génétiquement modifiés)
3,RDF10605,Biologie de l'évolution,Exclusion(s),génétique associée à la biotechnologie agricole  (Voir RDF40401 Biotechnologies de l'agriculture)
3,RDF10605,Biologie de l'évolution,Exclusion(s),génétique associée aux sciences cliniques  (Voir RDF30202 Sciences cliniques)
3,RDF10605,Biologie de l'évolution,Exclusion(s),immunogénétique  (Voir RDF3010106 Immunogénétique (y compris l'immunologie génétique))
3,RDF10605,Biologie de l'évolution,Exclusion(s),clonage des animaux d'élevage  (Voir RDF4040107 Clonage des animaux d'élevage)
4,RDF1060501,Systématique et taxonomie (sauf la spéciation),Exclusion(s),spéciation  (Voir RDF1060509 Spéciation (processus évolutifs))
3,RDF10606,Génétique,Exclusion(s),génétique chimique  (Voir RDF1060109 Génétique chimique)
3,RDF10606,Génétique,Exclusion(s),immunologie génétique  (Voir RDF3010106 Immunogénétique (y compris l'immunologie génétique))
3,RDF10606,Génétique,Exclusion(s),génétique microbienne  (Voir RDF1060703 Génétique microbienne)
3,RDF10606,Génétique,Exclusion(s),neurogénétique  (Voir RDF1061103 Neurogénétique)
4,RDF1060609,Génomique,Exclusion(s),algorithmes et informatique appliquée à la génomique  (Voir RDF1020801 Algorithmes et informatique appliquée à la génomique)
4,RDF1060609,Génomique,Exclusion(s),métagénomique environnementale  (Voir RDF1060312 Métagénomique environnementale)
4,RDF1060609,Génomique,Exclusion(s),épigénomique  (Voir RDF1060605 Épigénétique et épigénomique)
4,RDF1060609,Génomique,Exclusion(s),nutrigénomique  (Voir RDF3030103 Diététique et nutrigénomique)
4,RDF1060609,Génomique,Exclusion(s),paléogénomique  (Voir RDF1060615 Paléogénomique)
4,RDF1060609,Génomique,Exclusion(s),pharmacogénomique  (Voir RDF3010502 Pharmacogénomique)
4,RDF1060611,"Génétique des populations, écogénétique et génétique de l'évolution",Exclusion(s),neurogénétique  (Voir RDF1061103 Neurogénétique)
4,RDF1060611,"Génétique des populations, écogénétique et génétique de l'évolution",Exclusion(s),statistique génétique  (Voir RDF1060613 Statistique génétique)
4,RDF1060612,Génétique quantitative (y compris la cartographie génétique des maladies et des caractères),Exclusion(s),génétique chimique  (Voir RDF1060109 Génétique chimique)
4,RDF1060612,Génétique quantitative (y compris la cartographie génétique des maladies et des caractères),Exclusion(s),neurogénétique  (Voir RDF1061103 Neurogénétique)
4,RDF1060701,Parasitologie,Exclusion(s),microbiologie environnementale  (Voir RDF1060709 Microbiologie de l'environnement (y compris la microbiologie de l'air))
4,RDF1060702,Bactériologie,Exclusion(s),microbiologie environnementale  (Voir RDF1060709 Microbiologie de l'environnement (y compris la microbiologie de l'air))
4,RDF1060705,Physiologie microbienne,Exclusion(s),physiologie médicale humaine  (Voir RDF30106 Physiologie humaine)
4,RDF1060706,Mycologie,Exclusion(s),microbiologie environnementale  (Voir RDF1060709 Microbiologie de l'environnement (y compris la microbiologie de l'air))
4,RDF1060707,Virologie,Exclusion(s),microbiologie environnementale  (Voir RDF1060709 Microbiologie de l'environnement (y compris la microbiologie de l'air))
4,RDF1060708,Microbiome,Exclusion(s),microbiologie environnementale  (Voir RDF1060709 Microbiologie de l'environnement (y compris la microbiologie de l'air))
3,RDF10608,Physiologie animale,Exclusion(s),écologie de la physiologie animale  (Voir RDF1061005 Écologie de la physiologie animale)
3,RDF10608,Physiologie animale,Exclusion(s),physiologie relative à des aspects particuliers de la production animale ou aux pratiques vétérinaires  (Voir RDF40 Sciences agricoles et vétérinaires)
3,RDF10608,Physiologie animale,Exclusion(s),sciences vétérinaires  (Voir RDF40301 Sciences vétérinaires)
3,RDF10609,Phytobiologie,Exclusion(s),recherche fondamentale en écologie  (Voir RDF10603 Écologie (sauf les applications))
3,RDF10609,Phytobiologie,Exclusion(s),biologie cellulaire et la biologie moléculaire ne visant pas les animaux ou les végétaux en particulier  (Voir RDF10602 Biologie cellulaire)
3,RDF10609,Phytobiologie,Exclusion(s),applications écologiques (y compris écologie des espèces envahissantes)  (Voir RDF10604 Applications écologiques)
3,RDF10609,Phytobiologie,Exclusion(s),"paléobotanique et palynologie, autres que celles associées aux études écologiques  (Voir RDF1050316 Paléontologie (y compris la palynologie))"
3,RDF10609,Phytobiologie,Exclusion(s),paléontologie et palynologie  (Voir RDF1050315 Paléobiologie)
3,RDF10609,Phytobiologie,Exclusion(s),phylogénie  (Voir RDF1060508 Phylogénie et analyse comparative)
3,RDF10609,Phytobiologie,Exclusion(s),"sciences des plantes ou phytopathologie associées avec l'agriculture, la foresterie ou la production primaire  (Voir RDF401 Agriculture, foresterie et pêches)"
3,RDF10609,Phytobiologie,Exclusion(s),systématique des plantes et phytotaxonomie  (Voir RDF1060501 Systématique et taxonomie (sauf la spéciation))
3,RDF10610,Zoologie,Exclusion(s),bioéthique animale  (Voir RDF6030201 Bioéthique (êtres humains et animaux))
3,RDF10610,Zoologie,Exclusion(s),physiologie animale  (Voir RDF10608 Physiologie animale)
3,RDF10610,Zoologie,Exclusion(s),systématique et taxonomie des animaux  (Voir RDF1060501 Systématique et taxonomie (sauf la spéciation))
3,RDF10610,Zoologie,Exclusion(s),biologie cellulaire et la biologie moléculaire ne visant pas les animaux ou les végétaux en particulier  (Voir RDF10602 Biologie cellulaire)
3,RDF10610,Zoologie,Exclusion(s),neurosciences computationnelles  (Voir RDF1020803 Neurosciences computationnelles)
3,RDF10610,Zoologie,Exclusion(s),système immunitaire humain  (Voir RDF30101 Immunologie)
3,RDF10610,Zoologie,Exclusion(s),ichtyologie marine  (Voir RDF1060305 Écologie marine (y compris l'ichtyologie marine))
3,RDF10610,Zoologie,Exclusion(s),"aspects médicaux, de la santé et physiologiques des neurosciences  (Voir RDF30104 Neurosciences, aspects médicaux et physiologiques et de la santé)"
3,RDF10610,Zoologie,Exclusion(s),neurologie  (Voir RDF3020227 Neurologie)
3,RDF10610,Zoologie,Exclusion(s),"paléontologie, autre que celle associée aux études paléoécologiques  (Voir RDF1050316 Paléontologie (y compris la palynologie))"
3,RDF10610,Zoologie,Exclusion(s),phylogénie  (Voir RDF1060508 Phylogénie et analyse comparative)
3,RDF10610,Zoologie,Exclusion(s),utilisation d'animaux vivants aux fins de production primaire  (Voir RDF40201 Productions animales)
4,RDF1061007,Biologie des invertébrés (sauf la biologie des insectes),Exclusion(s),biologie des insectes  (Voir RDF1061008 Biologie des insectes)
3,RDF10611,"Neurosciences, aspects biologiques et chimiques",Exclusion(s),neurologie comportementale appliquée et neuropsychiatrie  (Voir RDF3010423 Neurologie comportementale appliquée et neuropsychiatrie)
1,RDF20-21,Génie et technologies,Exclusion(s),génie alimentaire  (Voir RDF4040208 Génie de l'alimentation)
1,RDF20-21,Génie et technologies,Exclusion(s),génie forestier  (Voir RDF4010413 Génie forestier)
1,RDF20-21,Génie et technologies,Exclusion(s),biotechnologies médicales  (Voir RDF30401 Biotechnologies médicales)
2,RDF201,"Génie civil, génie maritime, génie des transports, et génie minier",Exclusion(s),génie de l'environnement  (Voir RDF20801 Génie de l'environnement)
2,RDF201,"Génie civil, génie maritime, génie des transports, et génie minier",Exclusion(s),histoire et la philosophie du génie  (Voir RDF6030304 Histoire et philosophie du génie et de la technologie)
3,RDF20101,Génie civil,Exclusion(s),acoustique et dispositifs antibruit autres que l'acoustique architecturale  (Voir RDF2049901 Acoustique et dispositifs antibruit (sauf l'acoustique architecturale))
3,RDF20101,Génie civil,Exclusion(s),génie aérospatial  (Voir RDF20401 Génie aérospatial)
3,RDF20101,Génie civil,Exclusion(s),hydrologie agricole  (Voir RDF4040111 Hydrologie agricole)
3,RDF20101,Génie civil,Exclusion(s),acoustique architecturale  (Voir RDF6040203 Sciences et technologie de l'architecture (y compris l'acoustique architecturale))
3,RDF20101,Génie civil,Exclusion(s),génie automobile  (Voir RDF20402 Génie automobile)
3,RDF20101,Génie civil,Exclusion(s),génie de l'environnement  (Voir RDF20801 Génie de l'environnement)
3,RDF20101,Génie civil,Exclusion(s),relevés géomatiques  (Voir RDF2080205 Levés géomatiques (y compris les levés hydrographiques))
3,RDF20101,Génie civil,Exclusion(s),mécanique navale  (Voir RDF20102 Mécanique navale)
3,RDF20101,Génie civil,Exclusion(s),génie des matériaux non associé aux applications en génie civil  (Voir RDF20601 Génie des matériaux)
3,RDF20101,Génie civil,Exclusion(s),hydrologie du sol  (Voir RDF1050704 Hydrologie du sol)
3,RDF20101,Génie civil,Exclusion(s),hydrologie de surface  (Voir RDF1050703 Hydrologie de surface)
3,RDF20101,Génie civil,Exclusion(s),planification des transports  (Voir RDF5070206 Planification des transports)
3,RDF20101,Génie civil,Exclusion(s),traitement des eaux usées  (Voir RDF2080105 Traitement des eaux usées (y compris les procédés de traitement de l'eau))
3,RDF20101,Génie civil,Exclusion(s),traitement de l'eau  (Voir RDF2080105 Traitement des eaux usées (y compris les procédés de traitement de l'eau))
4,RDF2010101,Géotechnique,Exclusion(s),géotechnique associées au génie pétrolier  (Voir RDF2050110 Génie pétrolier et étude des gisements)
4,RDF2010101,Géotechnique,Exclusion(s),géotechnique associée au génie des ressources  (Voir RDF20602 Génie des ressources et métallurgie extractive)
4,RDF2010102,Génie de la construction du bâtiment,Exclusion(s),génie des infrastructures  (Voir RDF2010105 Génie des infrastructures)
4,RDF2010102,Génie de la construction du bâtiment,Exclusion(s),génie des structures  (Voir RDF2010106 Génie des structures)
4,RDF2010103,"Béton, matériaux cimentaires et autres matériaux architecturaux et de construction",Exclusion(s),génie des matériaux non associé aux applications en génie civil  (Voir RDF20601 Génie des matériaux)
4,RDF2010105,Génie des infrastructures,Exclusion(s),"génie des infrastructures des systèmes de transport, pour véhicules autonomes  (Voir RDF2010307 Génie des infrastructures des systèmes de transport pour véhicules autonomes)"
4,RDF2010105,Génie des infrastructures,Exclusion(s),génie des infrastructures des ressources hydriques  (Voir RDF2010107 Génie des infrastructures des ressources hydriques)
4,RDF2010106,Génie des structures,Exclusion(s),génie hydrodynamique des plates-formes marines  (Voir RDF2010204 Génie hydrodynamique des plates-formes marines)
4,RDF2010106,Génie des structures,Exclusion(s),génie des structures de plates-formes marines  (Voir RDF2010205 Génie extracôtier (y compris les structures de plates-formes marines))
4,RDF2010107,Génie des infrastructures des ressources hydriques,Exclusion(s),génie hydraulique  (Voir RDF2010108 Génie hydraulique)
4,RDF2010108,Génie hydraulique,Exclusion(s),génie des infrastructures des ressources hydriques  (Voir RDF2010107 Génie des infrastructures des ressources hydriques)
4,RDF2010109,Géomécanique,Exclusion(s),géomécanique associée au génie pétrolier  (Voir RDF2050110 Génie pétrolier et étude des gisements)
4,RDF2010109,Géomécanique,Exclusion(s),géomécanique associée au génie des ressources  (Voir RDF20602 Génie des ressources et métallurgie extractive)
3,RDF20102,Mécanique navale,Exclusion(s),"fluidisation, mécanique des fluides et courants turbulents  (Voir RDF2049908 Fluidisation et mécanique des fluides)"
3,RDF20102,Mécanique navale,Exclusion(s),relevés géomatiques  (Voir RDF2080205 Levés géomatiques (y compris les levés hydrographiques))
3,RDF20102,Mécanique navale,Exclusion(s),génie des systèmes de transport terrestre  (Voir RDF20103 Génie des systèmes de transport terrestre)
4,RDF2010201,Architecture navale,Exclusion(s),génie océanique  (Voir RDF2010203 Hydrodynamique navale)
4,RDF2010204,Génie hydrodynamique des plates-formes marines,Exclusion(s),hydrodynamique navale  (Voir RDF2010203 Hydrodynamique navale)
4,RDF2010205,Génie extracôtier (y compris les structures de plates-formes marines),Exclusion(s),génie hydrodynamique des plates-formes marines  (Voir RDF2010204 Génie hydrodynamique des plates-formes marines)
3,RDF20103,Génie des systèmes de transport terrestre,Exclusion(s),systèmes de transport intelligents  (Voir RDF2020204 Systèmes de transport intelligents)
4,RDF2010301,Génie de la circulation et génie autoroutier,Exclusion(s),génie de la sécurité routière  (Voir RDF2010304 Génie de la sécurité routière)
4,RDF2010301,Génie de la circulation et génie autoroutier,Exclusion(s),"génie des infrastructures des systèmes de transport, pour véhicules autonomes  (Voir RDF2010307 Génie des infrastructures des systèmes de transport pour véhicules autonomes)"
4,RDF2010302,Génie ferroviaire et aéroportuaire,Exclusion(s),"génie des infrastructures des systèmes de transport, pour véhicules autonomes  (Voir RDF2010307 Génie des infrastructures des systèmes de transport pour véhicules autonomes)"
4,RDF2010303,Génie du transport en commun,Exclusion(s),"génie des infrastructures des systèmes de transport, pour véhicules autonomes  (Voir RDF2010307 Génie des infrastructures des systèmes de transport pour véhicules autonomes)"
4,RDF2010304,Génie de la sécurité routière,Exclusion(s),"génie des infrastructures des systèmes de transport, pour véhicules autonomes  (Voir RDF2010307 Génie des infrastructures des systèmes de transport pour véhicules autonomes)"
4,RDF2010305,Modélisation de la demande de transport,Exclusion(s),"génie des infrastructures des systèmes de transport, pour véhicules autonomes  (Voir RDF2010307 Génie des infrastructures des systèmes de transport pour véhicules autonomes)"
4,RDF2010307,Génie des infrastructures des systèmes de transport pour véhicules autonomes,Exclusion(s),systèmes de transport intelligents  (Voir RDF2020204 Systèmes de transport intelligents)
3,RDF20104,Génie minier,Exclusion(s),minéralurgie et métallurgie  (Voir RDF20602 Génie des ressources et métallurgie extractive)
4,RDF2010499,Génie minier,Exclusion(s),minéralurgie et métallurgie  (Voir RDF20602 Génie des ressources et métallurgie extractive)
3,RDF20202,Génie des systèmes et systémique,Exclusion(s),génie des systèmes de transport terrestre  (Voir RDF20103 Génie des systèmes de transport terrestre)
